filename	dot_product
ens-1.pales.pdb	-0.7898853079523663
ens-2.pales.pdb	-0.8731209694079491
ens-3.pales.pdb	0.9348811595974954
ens-4.pales.pdb	0.9226894094543503
ens-5.pales.pdb	-0.8818819605909515
ens-6.pales.pdb	0.9688347533154757
ens-7.pales.pdb	0.6844517259464167
ens-8.pales.pdb	0.9435427759744757
ens-9.pales.pdb	-0.8618167580481874
ens-10.pales.pdb	0.935789366126735
ens-11.pales.pdb	-0.8776965728700223
ens-12.pales.pdb	-0.6220650680285958
ens-13.pales.pdb	0.8925704759166336
ens-14.pales.pdb	-0.7315601618911914
ens-15.pales.pdb	0.8509742943771647
ens-16.pales.pdb	-0.6982780398656172
ens-17.pales.pdb	0.8913086856955224
ens-18.pales.pdb	-0.18555852143149498
ens-19.pales.pdb	0.9040356512522616
ens-20.pales.pdb	-0.4543434620981439
ens-21.pales.pdb	0.8720021790041327
ens-22.pales.pdb	-0.43280709229913505
ens-23.pales.pdb	-0.6100836797444683
ens-24.pales.pdb	0.09226928186230396
ens-25.pales.pdb	0.9973302879814275
ens-26.pales.pdb	-0.8892503312486482
ens-27.pales.pdb	0.9324603987872193
ens-28.pales.pdb	-0.8895562397865198
ens-29.pales.pdb	0.9418809344530913
ens-30.pales.pdb	0.9650891722976437
ens-31.pales.pdb	-0.745813419380546
ens-32.pales.pdb	0.9374832018931525
ens-33.pales.pdb	-0.8201403732462664
ens-34.pales.pdb	0.8184012208998841
ens-35.pales.pdb	-0.8462005217322643
ens-36.pales.pdb	0.9160690572932114
ens-37.pales.pdb	-0.9187511056414459
ens-38.pales.pdb	0.9137065043068249
ens-39.pales.pdb	-0.8138215743603504
ens-40.pales.pdb	-0.7759895693685226
ens-41.pales.pdb	0.8321927037878115
ens-42.pales.pdb	0.6872576786278715
ens-43.pales.pdb	0.7989530256431927
ens-44.pales.pdb	0.6479279058213583
ens-45.pales.pdb	0.9607936993553319
ens-46.pales.pdb	0.870394798122104
ens-47.pales.pdb	0.9011683469731613
